Make,Total_passangers,Total_Injured,no_of accidents,Total_Fatal_Injuries,Year,accident_count
CANADAIR,1150.0,117.0,68,53.0,2015,1
CANADAIR,1150.0,117.0,68,53.0,2017,1
CANADAIR,1150.0,117.0,68,53.0,2018,1
CANADAIR,1150.0,117.0,68,53.0,2019,4
CANADAIR,1150.0,117.0,68,53.0,2020,1
CANADAIR,1150.0,117.0,68,53.0,2021,1
CESSNA,57273.0,21407.0,27145,9638.0,1974,1
CESSNA,57273.0,21407.0,27145,9638.0,1979,1
CESSNA,57273.0,21407.0,27145,9638.0,1981,1
CESSNA,57273.0,21407.0,27145,9638.0,1982,1332
CESSNA,57273.0,21407.0,27145,9638.0,1983,1254
CESSNA,57273.0,21407.0,27145,9638.0,1984,1229
CESSNA,57273.0,21407.0,27145,9638.0,1985,1163
CESSNA,57273.0,21407.0,27145,9638.0,1986,1032
CESSNA,57273.0,21407.0,27145,9638.0,1987,1013
CESSNA,57273.0,21407.0,27145,9638.0,1988,984
CESSNA,57273.0,21407.0,27145,9638.0,1989,898
CESSNA,57273.0,21407.0,27145,9638.0,1990,908
CESSNA,57273.0,21407.0,27145,9638.0,1991,866
CESSNA,57273.0,21407.0,27145,9638.0,1992,805
CESSNA,57273.0,21407.0,27145,9638.0,1993,791
CESSNA,57273.0,21407.0,27145,9638.0,1994,711
CESSNA,57273.0,21407.0,27145,9638.0,1995,769
CESSNA,57273.0,21407.0,27145,9638.0,1996,714
CESSNA,57273.0,21407.0,27145,9638.0,1997,673
CESSNA,57273.0,21407.0,27145,9638.0,1998,705
CESSNA,57273.0,21407.0,27145,9638.0,1999,711
CESSNA,57273.0,21407.0,27145,9638.0,2000,638
CESSNA,57273.0,21407.0,27145,9638.0,2001,624
CESSNA,57273.0,21407.0,27145,9638.0,2002,602
CESSNA,57273.0,21407.0,27145,9638.0,2003,632
CESSNA,57273.0,21407.0,27145,9638.0,2004,553
CESSNA,57273.0,21407.0,27145,9638.0,2005,570
CESSNA,57273.0,21407.0,27145,9638.0,2006,505
CESSNA,57273.0,21407.0,27145,9638.0,2007,528
CESSNA,57273.0,21407.0,27145,9638.0,2008,484
CESSNA,57273.0,21407.0,27145,9638.0,2009,402
CESSNA,57273.0,21407.0,27145,9638.0,2010,430
CESSNA,57273.0,21407.0,27145,9638.0,2011,441
CESSNA,57273.0,21407.0,27145,9638.0,2012,399
CESSNA,57273.0,21407.0,27145,9638.0,2013,370
CESSNA,57273.0,21407.0,27145,9638.0,2014,330
CESSNA,57273.0,21407.0,27145,9638.0,2015,374
CESSNA,57273.0,21407.0,27145,9638.0,2016,398
CESSNA,57273.0,21407.0,27145,9638.0,2017,409
CESSNA,57273.0,21407.0,27145,9638.0,2018,403
CESSNA,57273.0,21407.0,27145,9638.0,2019,380
CESSNA,57273.0,21407.0,27145,9638.0,2020,344
CESSNA,57273.0,21407.0,27145,9638.0,2021,395
CESSNA,57273.0,21407.0,27145,9638.0,2022,373
CHAMPION,834.0,333.0,519,135.0,1982,12
CHAMPION,834.0,333.0,519,135.0,1983,20
CHAMPION,834.0,333.0,519,135.0,1984,20
CHAMPION,834.0,333.0,519,135.0,1985,21
CHAMPION,834.0,333.0,519,135.0,1986,19
CHAMPION,834.0,333.0,519,135.0,1987,32
CHAMPION,834.0,333.0,519,135.0,1988,23
CHAMPION,834.0,333.0,519,135.0,1989,17
CHAMPION,834.0,333.0,519,135.0,1990,13
CHAMPION,834.0,333.0,519,135.0,1991,19
CHAMPION,834.0,333.0,519,135.0,1992,25
CHAMPION,834.0,333.0,519,135.0,1993,14
CHAMPION,834.0,333.0,519,135.0,1994,11
CHAMPION,834.0,333.0,519,135.0,1995,15
CHAMPION,834.0,333.0,519,135.0,1996,17
CHAMPION,834.0,333.0,519,135.0,1997,14
CHAMPION,834.0,333.0,519,135.0,1998,12
CHAMPION,834.0,333.0,519,135.0,1999,15
CHAMPION,834.0,333.0,519,135.0,2000,8
CHAMPION,834.0,333.0,519,135.0,2001,9
CHAMPION,834.0,333.0,519,135.0,2002,3
CHAMPION,834.0,333.0,519,135.0,2003,8
CHAMPION,834.0,333.0,519,135.0,2004,13
CHAMPION,834.0,333.0,519,135.0,2005,8
CHAMPION,834.0,333.0,519,135.0,2006,11
CHAMPION,834.0,333.0,519,135.0,2007,8
CHAMPION,834.0,333.0,519,135.0,2008,2
CHAMPION,834.0,333.0,519,135.0,2009,12
CHAMPION,834.0,333.0,519,135.0,2010,10
CHAMPION,834.0,333.0,519,135.0,2011,5
CHAMPION,834.0,333.0,519,135.0,2012,5
CHAMPION,834.0,333.0,519,135.0,2013,7
CHAMPION,834.0,333.0,519,135.0,2014,7
CHAMPION,834.0,333.0,519,135.0,2015,9
CHAMPION,834.0,333.0,519,135.0,2016,10
CHAMPION,834.0,333.0,519,135.0,2017,9
CHAMPION,834.0,333.0,519,135.0,2018,15
CHAMPION,834.0,333.0,519,135.0,2019,12
CHAMPION,834.0,333.0,519,135.0,2020,19
CHAMPION,834.0,333.0,519,135.0,2021,2
CHAMPION,834.0,333.0,519,135.0,2022,8
CIRRUS,752.0,375.0,372,222.0,1985,1
CIRRUS,752.0,375.0,372,222.0,1996,1
CIRRUS,752.0,375.0,372,222.0,2002,1
CIRRUS,752.0,375.0,372,222.0,2004,1
CIRRUS,752.0,375.0,372,222.0,2005,1
CIRRUS,752.0,375.0,372,222.0,2006,9
CIRRUS,752.0,375.0,372,222.0,2007,5
CIRRUS,752.0,375.0,372,222.0,2008,12
CIRRUS,752.0,375.0,372,222.0,2009,22
CIRRUS,752.0,375.0,372,222.0,2010,23
CIRRUS,752.0,375.0,372,222.0,2011,29
CIRRUS,752.0,375.0,372,222.0,2012,23
CIRRUS,752.0,375.0,372,222.0,2013,23
CIRRUS,752.0,375.0,372,222.0,2014,19
CIRRUS,752.0,375.0,372,222.0,2015,20
CIRRUS,752.0,375.0,372,222.0,2016,27
CIRRUS,752.0,375.0,372,222.0,2017,24
CIRRUS,752.0,375.0,372,222.0,2018,31
CIRRUS,752.0,375.0,372,222.0,2019,35
CIRRUS,752.0,375.0,372,222.0,2020,18
CIRRUS,752.0,375.0,372,222.0,2021,16
CIRRUS,752.0,375.0,372,222.0,2022,31
DE HAVILLAND,2830.0,655.0,391,308.0,1982,15
DE HAVILLAND,2830.0,655.0,391,308.0,1983,13
DE HAVILLAND,2830.0,655.0,391,308.0,1984,16
DE HAVILLAND,2830.0,655.0,391,308.0,1985,15
DE HAVILLAND,2830.0,655.0,391,308.0,1986,14
DE HAVILLAND,2830.0,655.0,391,308.0,1987,17
DE HAVILLAND,2830.0,655.0,391,308.0,1988,21
DE HAVILLAND,2830.0,655.0,391,308.0,1989,22
DE HAVILLAND,2830.0,655.0,391,308.0,1990,20
DE HAVILLAND,2830.0,655.0,391,308.0,1991,13
DE HAVILLAND,2830.0,655.0,391,308.0,1992,13
DE HAVILLAND,2830.0,655.0,391,308.0,1993,13
DE HAVILLAND,2830.0,655.0,391,308.0,1994,12
DE HAVILLAND,2830.0,655.0,391,308.0,1995,11
DE HAVILLAND,2830.0,655.0,391,308.0,1996,12
DE HAVILLAND,2830.0,655.0,391,308.0,1997,16
DE HAVILLAND,2830.0,655.0,391,308.0,1998,7
DE HAVILLAND,2830.0,655.0,391,308.0,1999,14
DE HAVILLAND,2830.0,655.0,391,308.0,2000,13
DE HAVILLAND,2830.0,655.0,391,308.0,2001,20
DE HAVILLAND,2830.0,655.0,391,308.0,2002,15
DE HAVILLAND,2830.0,655.0,391,308.0,2003,7
DE HAVILLAND,2830.0,655.0,391,308.0,2004,9
DE HAVILLAND,2830.0,655.0,391,308.0,2005,11
DE HAVILLAND,2830.0,655.0,391,308.0,2006,11
DE HAVILLAND,2830.0,655.0,391,308.0,2007,8
DE HAVILLAND,2830.0,655.0,391,308.0,2008,9
DE HAVILLAND,2830.0,655.0,391,308.0,2018,8
DE HAVILLAND,2830.0,655.0,391,308.0,2019,13
DE HAVILLAND,2830.0,655.0,391,308.0,2020,3
DEHAVILLAND,672.0,221.0,131,123.0,2000,1
DEHAVILLAND,672.0,221.0,131,123.0,2003,2
DEHAVILLAND,672.0,221.0,131,123.0,2004,1
DEHAVILLAND,672.0,221.0,131,123.0,2005,2
DEHAVILLAND,672.0,221.0,131,123.0,2007,1
DEHAVILLAND,672.0,221.0,131,123.0,2008,6
DEHAVILLAND,672.0,221.0,131,123.0,2009,8
DEHAVILLAND,672.0,221.0,131,123.0,2010,9
DEHAVILLAND,672.0,221.0,131,123.0,2011,11
DEHAVILLAND,672.0,221.0,131,123.0,2012,10
DEHAVILLAND,672.0,221.0,131,123.0,2013,9
DEHAVILLAND,672.0,221.0,131,123.0,2014,13
DEHAVILLAND,672.0,221.0,131,123.0,2015,11
DEHAVILLAND,672.0,221.0,131,123.0,2016,8
DEHAVILLAND,672.0,221.0,131,123.0,2017,8
DEHAVILLAND,672.0,221.0,131,123.0,2018,4
DEHAVILLAND,672.0,221.0,131,123.0,2019,6
DEHAVILLAND,672.0,221.0,131,123.0,2021,8
DEHAVILLAND,672.0,221.0,131,123.0,2022,13
DOUGLAS,10154.0,1336.0,281,984.0,1982,14
DOUGLAS,10154.0,1336.0,281,984.0,1983,24
DOUGLAS,10154.0,1336.0,281,984.0,1984,16
DOUGLAS,10154.0,1336.0,281,984.0,1985,14
DOUGLAS,10154.0,1336.0,281,984.0,1986,9
DOUGLAS,10154.0,1336.0,281,984.0,1987,7
DOUGLAS,10154.0,1336.0,281,984.0,1988,10
DOUGLAS,10154.0,1336.0,281,984.0,1989,8
DOUGLAS,10154.0,1336.0,281,984.0,1990,9
DOUGLAS,10154.0,1336.0,281,984.0,1991,7
DOUGLAS,10154.0,1336.0,281,984.0,1992,11
DOUGLAS,10154.0,1336.0,281,984.0,1993,10
DOUGLAS,10154.0,1336.0,281,984.0,1994,11
DOUGLAS,10154.0,1336.0,281,984.0,1995,13
DOUGLAS,10154.0,1336.0,281,984.0,1996,14
DOUGLAS,10154.0,1336.0,281,984.0,1997,7
DOUGLAS,10154.0,1336.0,281,984.0,1998,17
DOUGLAS,10154.0,1336.0,281,984.0,1999,8
DOUGLAS,10154.0,1336.0,281,984.0,2000,13
DOUGLAS,10154.0,1336.0,281,984.0,2001,10
DOUGLAS,10154.0,1336.0,281,984.0,2002,4
DOUGLAS,10154.0,1336.0,281,984.0,2004,4
DOUGLAS,10154.0,1336.0,281,984.0,2005,1
DOUGLAS,10154.0,1336.0,281,984.0,2006,3
DOUGLAS,10154.0,1336.0,281,984.0,2007,7
